game_date,home_team,away_team,home_win,espn_pregame_home,espn_final_home,espn_wp_min,espn_wp_max,espn_lead_changes,espn_total_plays,espn_q1_end_wp,espn_q1_end_home_score,espn_q1_end_away_score,espn_q2_end_wp,espn_q2_end_home_score,espn_q2_end_away_score,espn_q3_end_wp,espn_q3_end_home_score,espn_q3_end_away_score,espn_q4_end_wp,model_home_prob,pm_pregame_home
2025-11-28,Indiana Pacers,Washington Wizards,1,0.669,0.945,0.562,1.0,0.0,471.0,0.767,30.0,24.0,0.728,52.0,48.0,0.945,80.0,65.0,1.0,0.5021,
2025-11-28,Atlanta Hawks,Cleveland Cavaliers,1,0.404,1.0,0.249,1.0,13.0,481.0,0.712,33.0,23.0,0.386,60.0,62.0,0.795,97.0,90.0,1.0,0.4829,
2025-11-28,Charlotte Hornets,Chicago Bulls,1,0.433,1.0,0.274,1.0,23.0,500.0,0.531,32.0,29.0,0.634,67.0,62.0,0.429,93.0,94.0,1.0,0.3972,
2025-11-28,Brooklyn Nets,Philadelphia 76ers,0,0.35,0.046,0.0,0.35,0.0,471.0,0.191,23.0,31.0,0.07,48.0,63.0,0.057,75.0,87.0,0.046,0.3141,
2025-11-28,Denver Nuggets,San Antonio Spurs,0,0.714,0.0,0.0,0.962,17.0,509.0,0.442,33.0,41.0,0.939,74.0,59.0,0.597,104.0,103.0,0.0,0.499,
2025-11-28,Utah Jazz,Sacramento Kings,1,0.576,0.789,0.432,1.0,20.0,513.0,0.649,30.0,27.0,0.789,48.0,39.0,0.983,90.0,73.0,1.0,0.4889,
2025-11-28,Oklahoma City Thunder,Phoenix Suns,1,0.886,1.0,0.565,1.0,0.0,508.0,0.818,25.0,25.0,0.824,56.0,52.0,0.958,94.0,82.0,1.0,0.6278,
2025-11-28,LA Clippers,Memphis Grizzlies,0,0.685,0.0,0.0,0.953,11.0,486.0,0.863,35.0,24.0,0.912,63.0,50.0,0.691,81.0,78.0,0.0,0.4188,
2025-11-28,Los Angeles Lakers,Dallas Mavericks,1,0.775,1.0,0.385,1.0,4.0,449.0,0.831,28.0,22.0,0.576,60.0,62.0,0.75,98.0,94.0,1.0,0.7112,
2025-11-29,Minnesota Timberwolves,Boston Celtics,1,0.642,1.0,0.175,1.0,22.0,466.0,0.484,32.0,36.0,0.234,59.0,69.0,0.633,94.0,92.0,1.0,0.5815,
2025-11-29,Charlotte Hornets,Toronto Raptors,1,0.28,1.0,0.024,1.0,3.0,541.0,0.08,19.0,34.0,0.211,52.0,58.0,0.287,77.0,81.0,0.5,0.3544,
2025-11-29,Indiana Pacers,Chicago Bulls,1,0.508,1.0,0.073,1.0,28.0,464.0,0.484,26.0,27.0,0.737,61.0,54.0,0.775,86.0,80.0,1.0,0.3212,
2025-11-29,Milwaukee Bucks,Brooklyn Nets,1,0.824,1.0,0.762,1.0,0.0,429.0,0.822,32.0,29.0,0.973,71.0,53.0,0.999,99.0,70.0,1.0,0.6174,
2025-11-29,Miami Heat,Detroit Pistons,0,0.646,0.0,0.0,0.689,3.0,509.0,0.242,23.0,36.0,0.186,59.0,71.0,0.02,91.0,108.0,0.0,0.5066,
2025-11-29,Golden State Warriors,New Orleans Pelicans,1,0.764,1.0,0.341,1.0,32.0,527.0,0.674,17.0,18.0,0.654,35.0,33.0,0.62,73.0,72.0,1.0,0.7054,
2025-11-29,Phoenix Suns,Denver Nuggets,0,0.401,0.0,0.0,0.639,6.0,442.0,0.302,25.0,30.0,0.357,60.0,63.0,0.077,85.0,96.0,0.0,0.4098,
2025-11-29,LA Clippers,Dallas Mavericks,0,0.776,0.0,0.0,0.893,13.0,491.0,0.778,28.0,25.0,0.831,56.0,49.0,0.83,81.0,74.0,0.0,0.422,
2025-11-30,Utah Jazz,Houston Rockets,0,0.126,0.0,0.0,0.161,0.0,473.0,0.073,21.0,30.0,0.006,38.0,62.0,0.001,68.0,98.0,0.0,0.3171,
2025-11-30,Portland Trail Blazers,Oklahoma City Thunder,0,0.18,0.0,0.0,0.543,14.0,535.0,0.157,19.0,24.0,0.355,55.0,54.0,0.511,87.0,85.0,0.0,0.3144,
2025-11-30,Cleveland Cavaliers,Boston Celtics,0,0.698,0.0,0.0,0.771,15.0,485.0,0.607,26.0,28.0,0.364,51.0,58.0,0.103,79.0,90.0,0.0,0.6173,
2025-11-30,Philadelphia 76ers,Atlanta Hawks,0,0.548,0.0,0.0,0.972,37.0,621.0,0.654,29.0,25.0,0.563,58.0,57.0,0.782,89.0,83.0,0.5,0.4248,
2025-11-30,New York Knicks,Toronto Raptors,1,0.688,1.0,0.66,1.0,0.0,484.0,0.952,41.0,22.0,0.804,59.0,52.0,0.968,86.0,70.0,1.0,0.6226,
2025-11-30,Minnesota Timberwolves,San Antonio Spurs,1,0.596,1.0,0.16,1.0,22.0,439.0,0.418,32.0,37.0,0.509,61.0,62.0,0.328,89.0,93.0,1.0,0.4703,
2025-11-30,Sacramento Kings,Memphis Grizzlies,0,0.432,0.0,0.0,0.702,22.0,502.0,0.333,26.0,31.0,0.371,59.0,62.0,0.702,87.0,83.0,0.0,0.3654,
2025-11-30,Los Angeles Lakers,New Orleans Pelicans,1,0.895,1.0,0.886,1.0,0.0,475.0,0.981,46.0,27.0,0.985,77.0,57.0,0.987,108.0,92.0,1.0,0.7638,
2025-12-01,Washington Wizards,Milwaukee Bucks,1,0.273,1.0,0.041,1.0,5.0,454.0,0.188,28.0,34.0,0.16,58.0,66.0,0.284,91.0,94.0,1.0,0.334,
2025-12-01,Indiana Pacers,Cleveland Cavaliers,0,0.293,0.0,0.0,0.353,0.0,531.0,0.112,25.0,37.0,0.102,54.0,66.0,0.108,90.0,99.0,0.0,0.3069,
2025-12-01,Detroit Pistons,Atlanta Hawks,1,0.64,1.0,0.184,1.0,26.0,471.0,0.556,25.0,27.0,0.609,50.0,49.0,0.473,67.0,68.0,1.0,0.6211,
2025-12-01,Miami Heat,LA Clippers,1,0.665,1.0,0.548,1.0,0.0,492.0,0.865,35.0,24.0,0.971,76.0,56.0,0.999,114.0,82.0,1.0,0.7073,
2025-12-01,Brooklyn Nets,Charlotte Hornets,1,0.429,1.0,0.177,1.0,19.0,475.0,0.425,26.0,27.0,0.469,59.0,59.0,0.761,88.0,82.0,1.0,0.3622,
2025-12-01,Orlando Magic,Chicago Bulls,1,0.8,0.996,0.106,1.0,18.0,498.0,0.631,11.0,16.0,0.625,49.0,51.0,0.583,85.0,85.0,0.996,0.6309,
2025-12-01,Denver Nuggets,Dallas Mavericks,0,0.814,0.0,0.0,0.962,7.0,448.0,0.944,41.0,27.0,0.649,68.0,69.0,0.687,104.0,102.0,0.0,0.7313,
2025-12-01,Utah Jazz,Houston Rockets,1,0.132,0.897,0.104,1.0,11.0,547.0,0.173,31.0,32.0,0.658,68.0,57.0,0.794,98.0,89.0,0.897,0.3248,
2025-12-01,Los Angeles Lakers,Phoenix Suns,0,0.723,0.0,0.0,0.825,3.0,419.0,0.679,31.0,31.0,0.166,52.0,66.0,0.011,77.0,96.0,0.0,0.5991,
2025-12-02,Philadelphia 76ers,Washington Wizards,1,0.872,1.0,0.743,1.0,0.0,496.0,0.853,34.0,31.0,0.936,66.0,54.0,0.998,101.0,77.0,1.0,0.669,
2025-12-02,Toronto Raptors,Portland Trail Blazers,1,0.714,1.0,0.414,1.0,14.0,515.0,0.606,37.0,39.0,0.784,65.0,59.0,0.973,97.0,82.0,1.0,0.6644,
2025-12-02,New Orleans Pelicans,Minnesota Timberwolves,0,0.211,0.0,0.0,0.91,16.0,526.0,0.161,25.0,31.0,0.693,68.0,58.0,0.571,103.0,100.0,0.636,0.2449,
2025-12-02,San Antonio Spurs,Memphis Grizzlies,1,0.687,1.0,0.169,1.0,22.0,528.0,0.735,36.0,32.0,0.641,36.0,36.0,0.495,97.0,98.0,1.0,0.6901,
2025-12-02,Boston Celtics,New York Knicks,1,0.477,1.0,0.144,1.0,5.0,436.0,0.197,21.0,32.0,0.522,50.0,49.0,0.988,94.0,76.0,1.0,0.5146,
2025-12-02,Golden State Warriors,Oklahoma City Thunder,0,0.217,0.0,0.0,0.706,8.0,463.0,0.164,26.0,32.0,0.08,39.0,52.0,0.286,88.0,91.0,0.0,0.3571,
2025-12-03,Indiana Pacers,Denver Nuggets,0,0.264,0.0,0.0,0.366,0.0,461.0,0.203,28.0,33.0,0.01,48.0,72.0,0.001,79.0,102.0,0.0,0.2654,
2025-12-03,Orlando Magic,San Antonio Spurs,0,0.658,0.0,0.0,0.675,11.0,514.0,0.547,21.0,24.0,0.277,49.0,58.0,0.199,79.0,86.0,0.0,0.4155,
2025-12-03,Cleveland Cavaliers,Portland Trail Blazers,0,0.803,0.0,0.0,0.904,7.0,505.0,0.674,33.0,36.0,0.325,58.0,68.0,0.058,85.0,99.0,0.0,0.6358,
2025-12-03,New York Knicks,Charlotte Hornets,1,0.833,1.0,0.758,1.0,0.0,484.0,0.952,27.0,12.0,0.837,53.0,47.0,0.978,90.0,75.0,1.0,0.6847,
2025-12-03,Atlanta Hawks,LA Clippers,0,0.623,0.0,0.0,0.665,11.0,454.0,0.428,21.0,27.0,0.138,41.0,55.0,0.013,73.0,92.0,0.0,0.6022,
2025-12-03,Chicago Bulls,Brooklyn Nets,0,0.713,0.0,0.0,0.776,3.0,477.0,0.519,24.0,29.0,0.265,44.0,54.0,0.19,75.0,83.0,0.0,0.5975,
2025-12-03,Milwaukee Bucks,Detroit Pistons,1,0.453,1.0,0.08,1.0,9.0,485.0,0.226,21.0,30.0,0.372,49.0,52.0,0.171,78.0,85.0,1.0,0.3915,
2025-12-03,Houston Rockets,Sacramento Kings,1,0.909,0.779,0.481,1.0,6.0,466.0,0.871,28.0,26.0,0.833,40.0,38.0,0.779,65.0,63.0,1.0,0.7323,
2025-12-03,Dallas Mavericks,Miami Heat,1,0.426,1.0,0.216,1.0,7.0,466.0,0.269,4.0,10.0,0.785,64.0,54.0,0.945,93.0,80.0,1.0,0.3446,
2025-12-04,Washington Wizards,Boston Celtics,0,0.224,0.0,0.0,0.229,0.0,470.0,0.168,26.0,32.0,0.168,59.0,66.0,0.001,86.0,109.0,0.0,0.2816,
2025-12-04,Philadelphia 76ers,Golden State Warriors,1,0.648,1.0,0.002,1.0,4.0,473.0,0.95,30.0,10.0,0.978,56.0,34.0,0.964,80.0,66.0,1.0,0.5043,
2025-12-04,Brooklyn Nets,Utah Jazz,0,0.519,0.0,0.0,0.9,23.0,488.0,0.747,29.0,20.0,0.788,58.0,49.0,0.87,90.0,81.0,0.0,0.3591,
2025-12-04,Toronto Raptors,Los Angeles Lakers,0,0.517,0.0,0.0,0.742,17.0,465.0,0.378,26.0,31.0,0.222,58.0,67.0,0.404,98.0,100.0,0.0,0.5105,
2025-12-04,New Orleans Pelicans,Minnesota Timberwolves,0,0.217,0.0,0.0,0.656,36.0,504.0,0.181,30.0,35.0,0.238,56.0,59.0,0.525,90.0,88.0,0.0,0.2468,
2025-12-05,Boston Celtics,Los Angeles Lakers,1,0.694,1.0,0.694,1.0,0.0,441.0,0.968,39.0,17.0,0.985,69.0,46.0,0.996,85.0,59.0,1.0,0.5059,
2025-12-05,Orlando Magic,Miami Heat,1,0.638,1.0,0.255,1.0,8.0,471.0,0.672,20.0,18.0,0.463,57.0,60.0,0.648,76.0,74.0,1.0,0.5304,
2025-12-05,Toronto Raptors,Charlotte Hornets,0,0.783,0.0,0.0,0.898,7.0,507.0,0.836,24.0,18.0,0.511,39.0,43.0,0.212,70.0,78.0,0.0,0.6449,
2025-12-05,New York Knicks,Utah Jazz,1,0.888,1.0,0.882,1.0,0.0,478.0,0.995,41.0,13.0,0.988,68.0,47.0,0.999,115.0,77.0,1.0,0.6731,
2025-12-05,Detroit Pistons,Portland Trail Blazers,1,0.725,1.0,0.193,1.0,14.0,554.0,0.715,30.0,28.0,0.811,65.0,58.0,0.506,84.0,85.0,1.0,0.7119,
2025-12-05,Cleveland Cavaliers,San Antonio Spurs,1,0.581,1.0,0.244,1.0,28.0,502.0,0.425,30.0,35.0,0.275,64.0,72.0,0.983,108.0,91.0,1.0,0.5291,
2025-12-05,Atlanta Hawks,Denver Nuggets,0,0.458,0.0,0.0,0.972,10.0,481.0,0.9,39.0,20.0,0.952,73.0,54.0,0.865,103.0,94.0,0.0,0.3802,
2025-12-05,Chicago Bulls,Indiana Pacers,0,0.61,0.0,0.0,0.758,9.0,454.0,0.66,33.0,30.0,0.397,57.0,62.0,0.192,83.0,90.0,0.0,0.5783,
2025-12-05,Milwaukee Bucks,Philadelphia 76ers,0,0.461,0.002,0.0,0.543,2.0,472.0,0.161,20.0,33.0,0.037,49.0,69.0,0.022,77.0,93.0,0.002,0.4175,
2025-12-05,Houston Rockets,Phoenix Suns,1,0.723,1.0,0.408,1.0,6.0,467.0,0.483,24.0,31.0,0.83,54.0,46.0,0.999,97.0,72.0,1.0,0.6642,
2025-12-05,Memphis Grizzlies,LA Clippers,1,0.504,1.0,0.278,1.0,22.0,428.0,0.411,30.0,33.0,0.359,54.0,58.0,0.645,84.0,81.0,1.0,0.5834,
2025-12-05,Oklahoma City Thunder,Dallas Mavericks,1,0.912,1.0,0.789,1.0,0.0,446.0,0.857,27.0,27.0,0.969,63.0,48.0,0.999,104.0,74.0,1.0,0.7433,
2025-12-06,Brooklyn Nets,New Orleans Pelicans,1,0.571,1.0,0.494,1.0,2.0,442.0,0.817,35.0,24.0,0.951,62.0,44.0,0.995,96.0,75.0,1.0,0.5026,
2025-12-06,Washington Wizards,Atlanta Hawks,0,0.131,0.0,0.0,0.41,0.0,451.0,0.094,28.0,35.0,0.038,55.0,70.0,0.222,93.0,97.0,0.0,0.2641,
2025-12-06,Detroit Pistons,Milwaukee Bucks,1,0.789,0.999,0.624,1.0,0.0,504.0,0.848,29.0,22.0,0.79,61.0,56.0,0.921,91.0,81.0,0.999,0.6432,
2025-12-06,Cleveland Cavaliers,Golden State Warriors,0,0.736,0.12,0.0,0.854,3.0,517.0,0.807,18.0,12.0,0.307,36.0,45.0,0.142,57.0,67.0,0.12,0.5815,
2025-12-06,Miami Heat,Sacramento Kings,0,0.792,0.001,0.0,0.822,5.0,457.0,0.668,22.0,26.0,0.158,55.0,70.0,0.003,78.0,101.0,0.001,0.7174,
2025-12-06,Minnesota Timberwolves,LA Clippers,1,0.689,1.0,0.112,1.0,8.0,462.0,0.298,22.0,34.0,0.151,42.0,56.0,0.262,72.0,78.0,1.0,0.6814,
2025-12-06,Dallas Mavericks,Houston Rockets,1,0.291,1.0,0.246,1.0,15.0,443.0,0.413,29.0,26.0,0.386,57.0,57.0,0.979,94.0,77.0,1.0,0.3175,
2025-12-07,New York Knicks,Orlando Magic,1,0.589,0.987,0.405,1.0,14.0,508.0,0.632,33.0,31.0,0.507,54.0,55.0,0.878,82.0,73.0,0.987,0.6272,
2025-12-07,Toronto Raptors,Boston Celtics,0,0.431,0.0,0.0,0.615,4.0,465.0,0.234,26.0,34.0,0.049,59.0,77.0,0.214,91.0,97.0,0.0,0.4842,
2025-12-07,Charlotte Hornets,Denver Nuggets,0,0.219,0.0,0.0,0.548,2.0,454.0,0.272,34.0,34.0,0.374,58.0,57.0,0.175,81.0,87.0,0.0,0.3307,
2025-12-07,Memphis Grizzlies,Portland Trail Blazers,1,0.61,0.999,0.587,1.0,0.0,548.0,0.938,40.0,20.0,0.967,66.0,46.0,0.962,92.0,78.0,0.999,0.578,
2025-12-07,Chicago Bulls,Golden State Warriors,0,0.447,0.0,0.0,0.447,0.0,479.0,0.217,17.0,27.0,0.097,46.0,60.0,0.079,76.0,87.0,0.0,0.368,
2025-12-07,Philadelphia 76ers,Los Angeles Lakers,0,0.437,0.0,0.0,0.799,20.0,499.0,0.458,30.0,30.0,0.709,60.0,53.0,0.266,70.0,75.0,0.0,0.3956,
2025-12-07,Utah Jazz,Oklahoma City Thunder,0,0.18,0.0,0.0,0.228,0.0,443.0,0.011,20.0,45.0,0.005,48.0,74.0,0.001,71.0,106.0,0.0,0.295,
2025-12-08,Indiana Pacers,Sacramento Kings,1,0.626,1.0,0.288,1.0,4.0,481.0,0.856,35.0,23.0,0.923,66.0,51.0,0.889,92.0,83.0,1.0,0.4529,
2025-12-08,Minnesota Timberwolves,Phoenix Suns,0,0.692,0.0,0.0,0.702,55.0,480.0,0.485,23.0,29.0,0.47,57.0,61.0,0.552,84.0,84.0,0.0,0.5939,
2025-12-08,New Orleans Pelicans,San Antonio Spurs,0,0.248,0.0,0.0,0.635,20.0,497.0,0.122,25.0,35.0,0.023,57.0,77.0,0.507,102.0,100.0,0.0,0.2526,
2025-12-09,Orlando Magic,Miami Heat,1,0.564,1.0,0.16,1.0,14.0,446.0,0.213,9.0,22.0,0.492,56.0,57.0,0.781,89.0,83.0,1.0,0.5885,
2025-12-09,Toronto Raptors,New York Knicks,0,0.364,0.0,0.0,0.541,10.0,491.0,0.502,39.0,35.0,0.051,52.0,69.0,0.027,79.0,94.0,0.0,0.4433,
2025-12-10,Oklahoma City Thunder,Phoenix Suns,1,0.896,1.0,0.896,1.0,0.0,422.0,0.962,28.0,16.0,0.996,74.0,48.0,0.999,110.0,72.0,1.0,0.6805,
2025-12-10,Los Angeles Lakers,San Antonio Spurs,0,0.678,0.0,0.0,0.792,1.0,495.0,0.37,30.0,39.0,0.197,58.0,70.0,0.021,87.0,104.0,0.0,0.4512,
2025-12-11,New Orleans Pelicans,Portland Trail Blazers,1,0.369,0.934,0.369,1.0,49.0,526.0,0.538,16.0,10.0,0.7,49.0,40.0,0.823,105.0,97.0,0.934,0.3357,
2025-12-11,Houston Rockets,LA Clippers,1,0.743,1.0,0.32,1.0,24.0,489.0,0.697,29.0,29.0,0.535,51.0,54.0,0.465,80.0,82.0,1.0,0.6442,
2025-12-11,Milwaukee Bucks,Boston Celtics,1,0.297,1.0,0.076,1.0,5.0,453.0,0.202,29.0,35.0,0.19,60.0,67.0,0.772,87.0,80.0,1.0,0.4194,
2025-12-11,Sacramento Kings,Denver Nuggets,0,0.205,0.0,0.0,0.263,0.0,452.0,0.225,9.0,9.0,0.011,54.0,77.0,0.001,81.0,109.0,0.0,0.2499,
2025-12-12,Charlotte Hornets,Chicago Bulls,0,0.49,0.0,0.0,0.931,26.0,469.0,0.387,29.0,33.0,0.7,61.0,55.0,0.913,85.0,72.0,0.0,0.4593,
2025-12-12,Detroit Pistons,Atlanta Hawks,1,0.627,0.915,0.523,1.0,0.0,482.0,0.68,15.0,13.0,0.915,55.0,41.0,0.987,94.0,74.0,0.999,0.6401,
2025-12-12,Philadelphia 76ers,Indiana Pacers,1,0.668,1.0,0.283,1.0,28.0,499.0,0.711,34.0,31.0,0.728,63.0,58.0,0.546,90.0,90.0,1.0,0.6242,
2025-12-12,Washington Wizards,Cleveland Cavaliers,0,0.087,0.0,0.0,0.97,6.0,524.0,0.046,24.0,35.0,0.207,55.0,56.0,0.945,100.0,85.0,0.0,0.2762,
2025-12-12,Memphis Grizzlies,Utah Jazz,0,0.768,0.866,0.0,0.923,4.0,526.0,0.587,31.0,36.0,0.736,64.0,61.0,0.866,77.0,69.0,0.0,0.584,
2025-12-12,Dallas Mavericks,Brooklyn Nets,1,0.699,1.0,0.389,1.0,12.0,480.0,0.642,17.0,19.0,0.728,65.0,61.0,0.452,90.0,92.0,1.0,0.5545,
2025-12-12,Golden State Warriors,Minnesota Timberwolves,0,0.592,0.0,0.0,0.739,21.0,501.0,0.518,25.0,26.0,0.612,63.0,61.0,0.665,91.0,88.0,0.0,0.4521,
2025-12-13,Orlando Magic,New York Knicks,0,0.371,0.0,0.0,0.608,16.0,486.0,0.498,36.0,33.0,0.242,53.0,59.0,0.393,83.0,85.0,0.0,0.4276,
2025-12-13,Oklahoma City Thunder,San Antonio Spurs,0,0.793,0.0,0.0,0.961,23.0,564.0,0.892,18.0,10.0,0.857,49.0,41.0,0.534,77.0,78.0,0.0,0.5818,
2025-12-14,Indiana Pacers,Washington Wizards,0,0.794,0.0,0.0,0.814,1.0,481.0,0.751,32.0,31.0,0.277,47.0,58.0,0.043,66.0,81.0,0.0,0.4868,
2025-12-14,Cleveland Cavaliers,Charlotte Hornets,0,0.795,0.0,0.0,0.893,13.0,548.0,0.642,29.0,33.0,0.546,38.0,44.0,0.175,79.0,88.0,0.5,0.6332,
2025-12-14,Atlanta Hawks,Philadelphia 76ers,1,0.601,1.0,0.495,1.0,2.0,521.0,0.597,11.0,11.0,0.674,59.0,55.0,0.641,94.0,91.0,1.0,0.47,
2025-12-14,Brooklyn Nets,Milwaukee Bucks,1,0.435,1.0,0.419,1.0,17.0,423.0,0.769,37.0,25.0,0.922,65.0,48.0,0.999,99.0,71.0,1.0,0.3588,
2025-12-14,Chicago Bulls,New Orleans Pelicans,0,0.558,0.211,0.0,0.731,15.0,500.0,0.71,22.0,16.0,0.355,47.0,52.0,0.46,75.0,76.0,0.211,0.5616,
2025-12-14,Minnesota Timberwolves,Sacramento Kings,1,0.792,0.998,0.469,1.0,8.0,476.0,0.553,20.0,27.0,0.633,51.0,52.0,0.758,88.0,84.0,0.998,0.7296,
2025-12-14,Phoenix Suns,Los Angeles Lakers,0,0.47,0.0,0.0,0.914,26.0,541.0,0.615,36.0,31.0,0.601,62.0,59.0,0.554,77.0,75.0,0.0,0.41,
2025-12-14,Portland Trail Blazers,Golden State Warriors,1,0.387,1.0,0.081,1.0,57.0,512.0,0.494,34.0,31.0,0.404,61.0,62.0,0.325,96.0,99.0,1.0,0.3816,
2025-12-15,Boston Celtics,Detroit Pistons,0,0.588,0.0,0.0,0.846,11.0,482.0,0.765,33.0,25.0,0.558,51.0,51.0,0.326,81.0,85.0,0.0,0.4678,
2025-12-15,Miami Heat,Toronto Raptors,0,0.642,0.0,0.0,0.842,5.0,468.0,0.571,22.0,23.0,0.755,52.0,46.0,0.691,77.0,74.0,0.0,0.5236,
2025-12-15,Utah Jazz,Dallas Mavericks,1,0.43,1.0,0.033,1.0,13.0,585.0,0.281,37.0,43.0,0.498,56.0,54.0,0.178,92.0,99.0,0.5,0.443,
2025-12-15,Denver Nuggets,Houston Rockets,1,0.488,1.0,0.065,1.0,53.0,511.0,0.331,24.0,30.0,0.45,39.0,41.0,0.646,89.0,86.0,0.5,0.5306,
2025-12-15,LA Clippers,Memphis Grizzlies,0,0.606,0.0,0.0,0.78,7.0,435.0,0.626,27.0,25.0,0.28,48.0,56.0,0.045,76.0,90.0,0.0,0.3684,
2025-12-16,New York Knicks,San Antonio Spurs,1,0.591,1.0,0.121,1.0,20.0,505.0,0.505,28.0,30.0,0.469,59.0,61.0,0.269,75.0,82.0,1.0,0.5462,
2025-12-17,Chicago Bulls,Cleveland Cavaliers,1,0.288,1.0,0.117,1.0,5.0,469.0,0.316,33.0,34.0,0.528,62.0,58.0,0.774,95.0,88.0,1.0,0.4038,
2025-12-17,Oklahoma City Thunder,LA Clippers,1,,,,,,,,,,,,,,,,,0.6995,
2025-12-17,Minnesota Timberwolves,Memphis Grizzlies,0,0.691,0.001,0.0,0.874,1.0,556.0,0.601,27.0,29.0,0.636,62.0,61.0,0.309,83.0,88.0,0.001,0.637,
2025-12-17,San Antonio Spurs,Washington Wizards,1,,,,,,,,,,,,,,,,,0.7403,
2025-12-18,Charlotte Hornets,Atlanta Hawks,1,0.33,1.0,0.33,1.0,5.0,483.0,0.519,37.0,32.0,0.782,80.0,69.0,0.921,107.0,95.0,1.0,0.4161,
2025-12-18,Indiana Pacers,New York Knicks,0,0.283,0.0,0.0,0.956,42.0,500.0,0.641,36.0,25.0,0.481,62.0,59.0,0.727,92.0,86.0,0.0,0.2553,
2025-12-18,Brooklyn Nets,Miami Heat,0,0.345,0.0,0.0,0.491,0.0,465.0,0.297,27.0,30.0,0.26,49.0,54.0,0.266,73.0,77.0,0.0,0.3217,
2025-12-18,San Antonio Spurs,Washington Wizards,1,0.926,1.0,0.695,1.0,0.0,477.0,0.936,34.0,27.0,0.899,50.0,44.0,0.987,91.0,75.0,1.0,0.7487,
2025-12-18,Oklahoma City Thunder,LA Clippers,1,0.929,1.0,0.706,1.0,0.0,465.0,0.769,27.0,33.0,0.928,64.0,55.0,0.996,103.0,83.0,1.0,0.7102,
2025-12-18,Milwaukee Bucks,Toronto Raptors,0,0.411,0.0,0.0,0.556,2.0,451.0,0.269,25.0,31.0,0.302,36.0,43.0,0.178,76.0,83.0,0.0,0.4082,
2025-12-18,New Orleans Pelicans,Houston Rockets,1,0.242,1.0,0.007,1.0,9.0,568.0,0.133,24.0,33.0,0.024,45.0,64.0,0.017,83.0,99.0,0.5,0.2448,
2025-12-18,Dallas Mavericks,Detroit Pistons,1,0.37,0.467,0.158,1.0,44.0,584.0,0.467,24.0,22.0,0.742,66.0,57.0,0.924,91.0,79.0,0.5,0.3281,
2025-12-18,Utah Jazz,Los Angeles Lakers,0,0.197,0.03,0.0,0.745,50.0,539.0,0.494,41.0,32.0,0.5,71.0,66.0,0.609,106.0,102.0,0.03,0.2844,
2025-12-18,Phoenix Suns,Golden State Warriors,1,0.412,1.0,0.08,1.0,17.0,527.0,0.317,17.0,19.0,0.229,46.0,53.0,0.424,70.0,71.0,1.0,0.4889,
2025-12-18,Denver Nuggets,Orlando Magic,1,0.616,1.0,0.137,1.0,8.0,453.0,0.393,25.0,32.0,0.912,68.0,54.0,0.963,99.0,85.0,1.0,0.6727,
2025-12-18,Portland Trail Blazers,Sacramento Kings,1,0.699,1.0,0.005,1.0,34.0,580.0,0.536,36.0,40.0,0.692,63.0,60.0,0.498,82.0,83.0,0.5,0.5705,
2025-12-19,New York Knicks,Philadelphia 76ers,0,0.665,0.0,0.0,0.783,31.0,471.0,0.633,29.0,29.0,0.657,59.0,57.0,0.493,87.0,88.0,0.0,0.5743,
2025-12-19,Boston Celtics,Miami Heat,1,0.667,1.0,0.275,1.0,20.0,488.0,0.661,30.0,29.0,0.59,58.0,58.0,0.687,92.0,89.0,1.0,0.6118,
2025-12-19,Cleveland Cavaliers,Chicago Bulls,0,0.707,0.24,0.0,0.877,15.0,495.0,0.666,32.0,32.0,0.24,55.0,66.0,0.466,99.0,101.0,0.0,0.6054,
2025-12-19,Atlanta Hawks,San Antonio Spurs,0,0.423,0.0,0.0,0.48,0.0,460.0,0.142,19.0,32.0,0.015,44.0,68.0,0.001,72.0,102.0,0.0,0.383,
2025-12-19,Minnesota Timberwolves,Oklahoma City Thunder,1,0.303,1.0,0.1,1.0,11.0,553.0,0.138,23.0,33.0,0.3,48.0,51.0,0.347,83.0,85.0,1.0,0.3889,
2025-12-20,Denver Nuggets,Houston Rockets,0,0.529,0.0,0.0,0.673,9.0,468.0,0.601,29.0,26.0,0.249,45.0,53.0,0.023,66.0,82.0,0.0,0.544,
2025-12-20,New Orleans Pelicans,Indiana Pacers,1,0.586,1.0,0.581,1.0,0.0,537.0,0.913,44.0,27.0,0.92,64.0,49.0,0.988,95.0,77.0,1.0,0.4517,
2025-12-20,Toronto Raptors,Boston Celtics,0,0.515,0.0,0.0,0.789,21.0,456.0,0.205,20.0,32.0,0.584,51.0,49.0,0.359,80.0,83.0,0.0,0.4628,
2025-12-20,Philadelphia 76ers,Dallas Mavericks,1,0.543,1.0,0.212,1.0,26.0,475.0,0.662,38.0,33.0,0.712,68.0,62.0,0.249,91.0,97.0,1.0,0.629,
2025-12-20,Detroit Pistons,Charlotte Hornets,1,0.774,0.999,0.56,1.0,0.0,544.0,0.78,30.0,27.0,0.89,55.0,45.0,0.91,79.0,69.0,0.999,0.7024,
2025-12-20,Memphis Grizzlies,Washington Wizards,0,0.837,0.0,0.0,0.982,3.0,537.0,0.827,27.0,25.0,0.956,68.0,53.0,0.603,95.0,95.0,0.0,0.6439,
