game_date,home_team,away_team,home_win,espn_pregame_home,espn_final_home,espn_wp_min,espn_wp_max,espn_lead_changes,espn_total_plays,espn_q1_end_wp,espn_q1_end_home_score,espn_q1_end_away_score,espn_q2_end_wp,espn_q2_end_home_score,espn_q2_end_away_score,espn_q3_end_wp,espn_q3_end_home_score,espn_q3_end_away_score,espn_q4_end_wp,model_home_prob,pm_pregame_home
2025-11-08,San Antonio Spurs,New Orleans Pelicans,1,0.801,1.0,0.727,1.0,0.0,457.0,0.846,28.0,22.0,0.771,37.0,34.0,0.908,87.0,78.0,1.0,0.7513,
2025-11-08,Miami Heat,Portland Trail Blazers,1,0.605,0.893,0.265,1.0,28.0,565.0,0.456,15.0,19.0,0.534,60.0,60.0,0.867,91.0,82.0,0.893,0.6033,
2025-11-08,Cleveland Cavaliers,Chicago Bulls,1,0.781,1.0,0.068,1.0,18.0,512.0,0.783,32.0,29.0,0.136,56.0,72.0,0.474,96.0,98.0,1.0,0.5812,
2025-11-08,Atlanta Hawks,Los Angeles Lakers,1,0.448,1.0,0.448,1.0,3.0,423.0,0.694,37.0,29.0,0.884,68.0,54.0,0.999,98.0,72.0,1.0,0.4248,
2025-11-08,Denver Nuggets,Indiana Pacers,1,0.74,1.0,0.605,1.0,0.0,534.0,0.91,31.0,18.0,0.858,56.0,47.0,0.917,93.0,82.0,1.0,0.7476,
2025-11-08,LA Clippers,Phoenix Suns,0,0.599,0.0,0.0,0.604,25.0,425.0,0.409,29.0,35.0,0.13,46.0,60.0,0.18,67.0,77.0,0.0,0.4365,
2025-11-09,Milwaukee Bucks,Houston Rockets,0,0.376,0.0,0.0,0.913,6.0,474.0,0.327,20.0,22.0,0.793,61.0,50.0,0.789,79.0,71.0,0.0,0.429,
2025-11-09,Orlando Magic,Boston Celtics,0,0.613,0.0,0.0,0.838,35.0,497.0,0.662,33.0,30.0,0.552,54.0,54.0,0.652,80.0,78.0,0.0,0.4799,
2025-11-09,Memphis Grizzlies,Oklahoma City Thunder,0,0.228,0.0,0.0,0.883,18.0,514.0,0.516,33.0,25.0,0.736,62.0,51.0,0.213,80.0,85.0,0.0,0.3613,
2025-11-09,New York Knicks,Brooklyn Nets,1,0.93,0.999,0.923,1.0,0.0,484.0,0.984,40.0,22.0,0.971,77.0,62.0,0.999,112.0,79.0,0.999,0.7461,
2025-11-09,Philadelphia 76ers,Detroit Pistons,0,0.456,0.0,0.0,0.895,18.0,482.0,0.323,32.0,37.0,0.793,64.0,54.0,0.341,85.0,88.0,0.0,0.4756,
2025-11-09,Golden State Warriors,Indiana Pacers,1,0.759,1.0,0.528,1.0,0.0,528.0,0.741,23.0,21.0,0.825,48.0,41.0,0.917,75.0,65.0,1.0,0.7012,
2025-11-09,Sacramento Kings,Minnesota Timberwolves,0,0.398,0.0,0.0,0.551,6.0,493.0,0.321,16.0,20.0,0.056,54.0,71.0,0.001,84.0,111.0,0.0,0.327,
2025-11-10,Charlotte Hornets,Los Angeles Lakers,0,0.357,0.0,0.0,0.641,22.0,448.0,0.498,40.0,36.0,0.354,63.0,65.0,0.012,78.0,96.0,0.0,0.3837,
2025-11-10,Detroit Pistons,Washington Wizards,1,0.862,1.0,0.008,1.0,6.0,589.0,0.772,36.0,37.0,0.852,67.0,61.0,0.19,87.0,96.0,0.5,0.7411,
2025-11-10,Orlando Magic,Portland Trail Blazers,1,0.627,1.0,0.192,1.0,14.0,521.0,0.654,26.0,24.0,0.665,59.0,56.0,0.861,82.0,73.0,1.0,0.5132,
2025-11-10,Miami Heat,Cleveland Cavaliers,1,0.397,0.607,0.128,1.0,23.0,615.0,0.287,25.0,30.0,0.353,40.0,43.0,0.834,101.0,92.0,0.5,0.5821,
2025-11-10,Chicago Bulls,San Antonio Spurs,0,0.395,0.0,0.0,0.95,22.0,486.0,0.237,26.0,34.0,0.486,64.0,63.0,0.858,98.0,89.0,0.0,0.3741,
2025-11-10,Dallas Mavericks,Milwaukee Bucks,0,0.46,0.0,0.0,0.95,36.0,531.0,0.39,5.0,8.0,0.609,57.0,53.0,0.863,88.0,79.0,0.0,0.312,
2025-11-10,Phoenix Suns,New Orleans Pelicans,1,0.699,1.0,0.574,1.0,0.0,477.0,0.737,24.0,20.0,0.985,64.0,41.0,0.998,96.0,72.0,1.0,0.7291,
2025-11-10,Utah Jazz,Minnesota Timberwolves,0,0.285,0.0,0.0,0.669,16.0,495.0,0.438,30.0,26.0,0.568,41.0,35.0,0.042,80.0,93.0,0.0,0.3012,
2025-11-10,LA Clippers,Atlanta Hawks,0,0.431,0.0,0.0,0.897,14.0,443.0,0.717,29.0,19.0,0.46,52.0,52.0,0.335,76.0,79.0,0.0,0.4071,
2025-11-11,Brooklyn Nets,Toronto Raptors,0,0.25,0.0,0.0,0.549,4.0,492.0,0.346,30.0,28.0,0.152,52.0,60.0,0.124,81.0,89.0,0.0,0.3106,
2025-11-11,New York Knicks,Memphis Grizzlies,1,0.762,1.0,0.651,1.0,0.0,498.0,0.911,42.0,30.0,0.988,77.0,54.0,0.996,114.0,93.0,1.0,0.6829,
2025-11-11,Oklahoma City Thunder,Golden State Warriors,1,0.771,1.0,0.69,1.0,0.0,490.0,0.838,31.0,25.0,0.973,63.0,44.0,0.97,63.0,44.0,1.0,0.6537,
2025-11-11,Philadelphia 76ers,Boston Celtics,1,0.49,1.0,0.081,1.0,47.0,470.0,0.516,23.0,22.0,0.804,51.0,41.0,0.224,71.0,77.0,1.0,0.6066,
2025-11-11,Utah Jazz,Indiana Pacers,1,0.407,1.0,0.169,1.0,9.0,535.0,0.536,38.0,34.0,0.849,70.0,57.0,0.997,114.0,91.0,1.0,0.5082,
2025-11-11,Sacramento Kings,Denver Nuggets,0,0.309,0.0,0.0,0.464,0.0,461.0,0.214,22.0,28.0,0.273,56.0,60.0,0.306,82.0,85.0,0.0,0.3099,
2025-11-12,Detroit Pistons,Chicago Bulls,1,0.582,1.0,0.527,1.0,0.0,501.0,0.846,35.0,23.0,0.933,68.0,52.0,0.979,95.0,79.0,1.0,0.6552,
2025-11-12,New York Knicks,Orlando Magic,0,0.655,0.0,0.0,0.715,19.0,502.0,0.424,23.0,30.0,0.055,42.0,62.0,0.014,73.0,91.0,0.0,0.6642,
2025-11-12,Charlotte Hornets,Milwaukee Bucks,1,0.486,0.999,0.415,1.0,13.0,459.0,0.506,23.0,22.0,0.802,44.0,33.0,0.913,83.0,72.0,0.999,0.4218,
2025-11-12,Boston Celtics,Memphis Grizzlies,1,0.734,1.0,0.731,1.0,0.0,496.0,0.844,34.0,26.0,0.98,67.0,46.0,0.999,100.0,74.0,1.0,0.6126,
2025-11-12,Miami Heat,Cleveland Cavaliers,0,0.519,0.0,0.0,0.959,1.0,521.0,0.758,38.0,29.0,0.694,62.0,57.0,0.696,97.0,93.0,0.0,0.5288,
2025-11-12,Houston Rockets,Washington Wizards,1,0.929,0.999,0.903,1.0,0.0,481.0,0.945,37.0,27.0,0.997,81.0,54.0,0.988,103.0,87.0,0.999,0.7482,
2025-11-12,New Orleans Pelicans,Portland Trail Blazers,0,0.357,0.0,0.0,0.544,16.0,456.0,0.327,15.0,18.0,0.504,59.0,57.0,0.093,85.0,95.0,0.0,0.2881,
2025-11-12,San Antonio Spurs,Golden State Warriors,0,0.641,0.008,0.0,0.926,11.0,512.0,0.888,28.0,14.0,0.781,56.0,49.0,0.177,84.0,92.0,0.008,0.6398,
2025-11-12,Dallas Mavericks,Phoenix Suns,0,0.481,0.0,0.0,0.761,4.0,505.0,0.438,28.0,30.0,0.186,53.0,63.0,0.018,77.0,95.0,0.0,0.3363,
2025-11-12,Oklahoma City Thunder,Los Angeles Lakers,1,0.768,0.999,0.673,1.0,0.0,466.0,0.913,30.0,18.0,0.998,70.0,38.0,0.999,100.0,64.0,0.999,0.6155,
2025-11-12,Sacramento Kings,Atlanta Hawks,0,0.307,0.0,0.0,0.315,0.0,486.0,0.282,34.0,37.0,0.254,37.0,42.0,0.001,68.0,105.0,0.0,0.3146,
2025-11-12,LA Clippers,Denver Nuggets,0,0.325,0.004,0.0,0.741,8.0,457.0,0.262,35.0,39.0,0.576,68.0,63.0,0.018,90.0,106.0,0.004,0.3239,
2025-11-13,Cleveland Cavaliers,Toronto Raptors,0,0.705,0.0,0.0,0.871,3.0,480.0,0.69,30.0,29.0,0.382,47.0,54.0,0.313,85.0,90.0,0.0,0.5781,
2025-11-13,Utah Jazz,Atlanta Hawks,0,0.327,0.0,0.0,0.591,10.0,497.0,0.164,33.0,42.0,0.089,67.0,80.0,0.452,103.0,103.0,0.0,0.3665,
2025-11-13,Phoenix Suns,Indiana Pacers,1,0.624,1.0,0.505,1.0,0.0,489.0,0.793,31.0,23.0,0.955,70.0,52.0,0.997,106.0,84.0,1.0,0.7396,
2025-11-14,Orlando Magic,Brooklyn Nets,1,0.862,1.0,0.163,1.0,26.0,450.0,0.585,27.0,36.0,0.596,54.0,58.0,0.57,79.0,80.0,1.0,0.6982,
2025-11-14,New York Knicks,Miami Heat,1,0.655,1.0,0.397,1.0,8.0,544.0,0.523,32.0,35.0,0.852,78.0,68.0,0.797,110.0,104.0,1.0,0.652,
2025-11-14,Detroit Pistons,Philadelphia 76ers,1,0.592,1.0,0.069,1.0,14.0,473.0,0.591,28.0,27.0,0.813,63.0,54.0,0.418,88.0,90.0,1.0,0.6395,
2025-11-14,Minnesota Timberwolves,Sacramento Kings,1,0.822,1.0,0.39,1.0,12.0,533.0,0.845,35.0,30.0,0.694,61.0,61.0,0.619,92.0,91.0,1.0,0.7141,
2025-11-14,Milwaukee Bucks,Charlotte Hornets,1,0.725,1.0,0.273,1.0,34.0,505.0,0.706,34.0,33.0,0.307,55.0,65.0,0.779,103.0,98.0,0.5,0.6135,
2025-11-14,Houston Rockets,Portland Trail Blazers,1,0.798,1.0,0.545,1.0,0.0,503.0,0.887,41.0,32.0,0.854,67.0,60.0,0.973,95.0,79.0,1.0,0.6948,
2025-11-14,New Orleans Pelicans,Los Angeles Lakers,0,0.292,0.001,0.0,0.326,0.0,478.0,0.142,25.0,35.0,0.085,52.0,65.0,0.008,70.0,90.0,0.001,0.2634,
2025-11-14,Dallas Mavericks,LA Clippers,0,0.533,0.0,0.0,0.714,25.0,615.0,0.443,31.0,34.0,0.287,55.0,62.0,0.197,86.0,93.0,0.5,0.4411,
2025-11-14,San Antonio Spurs,Golden State Warriors,0,0.604,0.0,0.0,0.954,21.0,490.0,0.625,20.0,18.0,0.639,30.0,28.0,0.604,79.0,77.0,0.0,0.6488,
2025-11-15,Cleveland Cavaliers,Memphis Grizzlies,1,0.802,1.0,0.089,1.0,28.0,552.0,0.649,28.0,32.0,0.43,54.0,61.0,0.213,76.0,84.0,1.0,0.6928,
2025-11-15,Indiana Pacers,Toronto Raptors,0,0.315,0.0,0.0,0.61,4.0,528.0,0.276,29.0,32.0,0.153,53.0,62.0,0.018,85.0,101.0,0.0,0.282,
2025-11-15,Charlotte Hornets,Oklahoma City Thunder,0,0.108,0.0,0.0,0.358,0.0,437.0,0.13,19.0,19.0,0.184,52.0,55.0,0.003,67.0,87.0,0.0,0.3733,
2025-11-15,Minnesota Timberwolves,Denver Nuggets,0,0.409,0.0,0.0,0.663,26.0,506.0,0.495,31.0,29.0,0.629,60.0,55.0,0.362,84.0,87.0,0.0,0.4233,
2025-11-15,Milwaukee Bucks,Los Angeles Lakers,0,0.561,0.0,0.0,0.624,3.0,471.0,0.209,13.0,25.0,0.205,24.0,36.0,0.007,72.0,92.0,0.0,0.4278,
2025-11-16,Boston Celtics,LA Clippers,1,0.715,1.0,0.667,1.0,0.0,489.0,0.822,37.0,30.0,0.787,43.0,37.0,0.777,90.0,85.0,1.0,0.5869,
2025-11-16,San Antonio Spurs,Sacramento Kings,1,0.756,1.0,0.713,1.0,0.0,449.0,0.91,36.0,24.0,0.85,67.0,59.0,0.91,95.0,85.0,1.0,0.7275,
2025-11-16,Washington Wizards,Brooklyn Nets,0,0.641,0.0,0.0,0.743,15.0,473.0,0.6,28.0,28.0,0.314,50.0,58.0,0.114,84.0,94.0,0.0,0.3997,
2025-11-16,New Orleans Pelicans,Golden State Warriors,0,0.282,0.0,0.0,0.38,0.0,505.0,0.185,6.0,11.0,0.096,49.0,61.0,0.031,59.0,75.0,0.0,0.2627,
2025-11-16,Houston Rockets,Orlando Magic,1,0.715,1.0,0.016,1.0,42.0,559.0,0.474,23.0,30.0,0.306,46.0,55.0,0.409,77.0,80.0,0.5,0.706,
2025-11-16,Dallas Mavericks,Portland Trail Blazers,1,0.502,1.0,0.18,1.0,44.0,603.0,0.39,17.0,22.0,0.373,57.0,61.0,0.229,85.0,91.0,0.5,0.4268,
2025-11-16,Phoenix Suns,Atlanta Hawks,0,0.433,0.192,0.0,0.998,18.0,505.0,0.414,2.0,3.0,0.495,58.0,57.0,0.986,95.0,77.0,0.192,0.5078,
2025-11-16,Utah Jazz,Chicago Bulls,1,0.36,1.0,0.061,1.0,53.0,644.0,0.387,33.0,33.0,0.199,54.0,61.0,0.277,94.0,98.0,0.445,0.4058,
2025-11-17,Cleveland Cavaliers,Milwaukee Bucks,1,0.732,1.0,0.289,1.0,14.0,446.0,0.476,26.0,33.0,0.628,44.0,44.0,0.739,92.0,88.0,1.0,0.5864,
2025-11-17,Philadelphia 76ers,LA Clippers,1,0.699,0.748,0.09,1.0,16.0,481.0,0.778,5.0,0.0,0.257,46.0,56.0,0.126,73.0,83.0,0.748,0.5871,
2025-11-17,Detroit Pistons,Indiana Pacers,1,0.793,0.94,0.723,1.0,0.0,554.0,0.834,26.0,21.0,0.959,62.0,46.0,0.99,93.0,75.0,0.94,0.7604,
2025-11-17,Toronto Raptors,Charlotte Hornets,1,0.766,1.0,0.235,1.0,4.0,503.0,0.85,28.0,20.0,0.779,57.0,52.0,0.641,85.0,83.0,1.0,0.6511,
2025-11-17,Miami Heat,New York Knicks,1,0.529,1.0,0.267,1.0,40.0,499.0,0.446,15.0,17.0,0.647,55.0,51.0,0.344,75.0,78.0,1.0,0.4767,
2025-11-17,New Orleans Pelicans,Oklahoma City Thunder,0,0.085,0.0,0.0,0.095,0.0,481.0,0.013,24.0,43.0,0.053,53.0,63.0,0.004,80.0,99.0,0.0,0.2541,
2025-11-17,Minnesota Timberwolves,Dallas Mavericks,1,0.871,0.999,0.811,1.0,0.0,529.0,0.953,34.0,21.0,0.973,61.0,44.0,0.999,98.0,66.0,0.999,0.7178,
2025-11-17,Denver Nuggets,Chicago Bulls,0,0.851,0.0,0.0,0.912,21.0,492.0,0.807,24.0,24.0,0.727,64.0,63.0,0.731,64.0,63.0,0.0,0.6724,
2025-11-18,Orlando Magic,Golden State Warriors,1,0.555,1.0,0.446,1.0,6.0,472.0,0.646,36.0,32.0,0.748,67.0,60.0,0.847,93.0,85.0,1.0,0.4832,
2025-11-18,Atlanta Hawks,Detroit Pistons,0,0.622,0.0,0.0,0.622,13.0,461.0,0.442,30.0,35.0,0.154,54.0,67.0,0.074,82.0,94.0,0.0,0.448,
2025-11-18,Brooklyn Nets,Boston Celtics,0,0.265,0.0,0.0,0.555,8.0,476.0,0.311,29.0,29.0,0.338,61.0,62.0,0.256,85.0,89.0,0.0,0.3283,
2025-11-18,San Antonio Spurs,Memphis Grizzlies,1,0.72,1.0,0.315,1.0,28.0,473.0,0.649,23.0,24.0,0.629,37.0,37.0,0.51,86.0,87.0,1.0,0.7056,
2025-11-18,Los Angeles Lakers,Utah Jazz,1,0.913,1.0,0.463,1.0,8.0,502.0,0.769,8.0,16.0,0.657,67.0,71.0,0.951,104.0,93.0,1.0,0.6889,
2025-11-18,Portland Trail Blazers,Phoenix Suns,0,0.571,0.001,0.0,0.663,5.0,521.0,0.473,32.0,35.0,0.438,61.0,64.0,0.031,77.0,93.0,0.001,0.4181,
2025-11-19,Philadelphia 76ers,Toronto Raptors,0,0.527,0.0,0.0,0.618,23.0,451.0,0.373,28.0,33.0,0.61,56.0,53.0,0.031,82.0,97.0,0.0,0.4446,
2025-11-19,Indiana Pacers,Charlotte Hornets,1,0.492,1.0,0.417,1.0,17.0,502.0,0.631,38.0,33.0,0.918,70.0,54.0,0.979,97.0,79.0,1.0,0.3613,
2025-11-19,Cleveland Cavaliers,Houston Rockets,0,0.508,0.0,0.0,0.566,5.0,499.0,0.154,19.0,33.0,0.067,40.0,57.0,0.309,70.0,74.0,0.0,0.4826,
2025-11-19,Miami Heat,Golden State Warriors,1,0.767,1.0,0.357,1.0,10.0,520.0,0.872,29.0,20.0,0.754,49.0,45.0,0.468,72.0,74.0,1.0,0.5529,
2025-11-19,Minnesota Timberwolves,Washington Wizards,1,0.898,1.0,0.748,1.0,0.0,497.0,0.903,34.0,29.0,0.995,71.0,46.0,0.963,94.0,82.0,1.0,0.7532,
2025-11-19,Oklahoma City Thunder,Sacramento Kings,1,0.935,1.0,0.802,1.0,0.0,496.0,0.9,27.0,25.0,0.921,58.0,50.0,0.933,74.0,65.0,1.0,0.7336,
2025-11-19,New Orleans Pelicans,Denver Nuggets,0,0.218,0.0,0.0,0.582,6.0,514.0,0.385,30.0,26.0,0.238,58.0,62.0,0.03,83.0,97.0,0.0,0.24,
2025-11-19,Dallas Mavericks,New York Knicks,0,0.316,0.0,0.0,0.801,24.0,559.0,0.394,25.0,24.0,0.342,50.0,52.0,0.355,85.0,87.0,0.0,0.3137,
2025-11-19,Portland Trail Blazers,Chicago Bulls,0,0.47,0.0,0.0,0.967,28.0,549.0,0.529,18.0,15.0,0.348,58.0,62.0,0.022,82.0,98.0,0.0,0.4178,
2025-11-20,Orlando Magic,LA Clippers,1,0.705,1.0,0.635,1.0,0.0,473.0,0.789,30.0,24.0,0.897,61.0,49.0,0.985,93.0,76.0,1.0,0.5911,
2025-11-20,San Antonio Spurs,Atlanta Hawks,1,0.493,1.0,0.277,1.0,17.0,459.0,0.335,28.0,34.0,0.89,74.0,60.0,0.647,95.0,92.0,1.0,0.6253,
2025-11-20,Milwaukee Bucks,Philadelphia 76ers,0,0.523,0.002,0.0,0.888,23.0,484.0,0.19,20.0,33.0,0.589,57.0,55.0,0.681,68.0,64.0,0.5,0.456,
2025-11-20,Memphis Grizzlies,Sacramento Kings,1,0.626,1.0,0.578,1.0,0.0,468.0,0.872,35.0,22.0,0.994,75.0,47.0,0.999,113.0,76.0,1.0,0.5117,
2025-11-21,Cleveland Cavaliers,Indiana Pacers,1,0.868,1.0,0.716,1.0,0.0,516.0,0.833,33.0,31.0,0.872,62.0,55.0,0.993,100.0,81.0,1.0,0.7458,
2025-11-21,Toronto Raptors,Washington Wizards,1,0.897,1.0,0.872,1.0,0.0,494.0,0.947,31.0,20.0,0.95,49.0,36.0,0.998,98.0,75.0,1.0,0.7557,
2025-11-21,Boston Celtics,Brooklyn Nets,0,0.851,0.0,0.0,0.892,5.0,461.0,0.883,28.0,22.0,0.399,53.0,62.0,0.048,77.0,92.0,0.0,0.6917,
2025-11-21,Chicago Bulls,Miami Heat,0,0.486,0.0,0.0,0.664,12.0,549.0,0.384,32.0,36.0,0.067,46.0,64.0,0.001,75.0,102.0,0.0,0.4497,
2025-11-21,Dallas Mavericks,New Orleans Pelicans,1,0.616,1.0,0.124,1.0,42.0,512.0,0.477,23.0,28.0,0.136,49.0,63.0,0.532,85.0,85.0,1.0,0.5694,
2025-11-21,Phoenix Suns,Minnesota Timberwolves,1,0.442,0.205,0.011,1.0,18.0,528.0,0.687,30.0,22.0,0.858,62.0,49.0,0.371,74.0,77.0,0.205,0.4804,
2025-11-21,Houston Rockets,Denver Nuggets,0,0.608,0.0,0.0,0.803,23.0,471.0,0.257,8.0,20.0,0.657,49.0,46.0,0.427,78.0,80.0,0.0,0.4797,
2025-11-21,Utah Jazz,Oklahoma City Thunder,0,0.122,0.0,0.0,0.654,12.0,459.0,0.547,44.0,30.0,0.296,68.0,67.0,0.004,88.0,107.0,0.0,0.3195,
2025-11-21,Golden State Warriors,Portland Trail Blazers,0,0.72,0.0,0.0,0.914,13.0,507.0,0.481,28.0,35.0,0.547,30.0,35.0,0.7,97.0,94.0,0.0,0.5699,
2025-11-22,Charlotte Hornets,LA Clippers,0,0.511,0.0,0.0,0.73,7.0,468.0,0.292,30.0,38.0,0.343,57.0,62.0,0.042,82.0,96.0,0.0,0.5204,
2025-11-22,Orlando Magic,New York Knicks,1,0.542,1.0,0.28,1.0,34.0,500.0,0.594,31.0,29.0,0.454,64.0,66.0,0.538,88.0,87.0,1.0,0.5614,
2025-11-22,New Orleans Pelicans,Atlanta Hawks,0,0.217,0.0,0.0,0.484,0.0,467.0,0.377,12.0,6.0,0.145,46.0,56.0,0.009,70.0,88.0,0.0,0.2543,
2025-11-22,Milwaukee Bucks,Detroit Pistons,0,0.296,0.0,0.0,0.372,0.0,432.0,0.244,26.0,30.0,0.044,52.0,69.0,0.007,85.0,104.0,0.0,0.3786,
2025-11-22,Chicago Bulls,Washington Wizards,1,0.889,1.0,0.228,1.0,16.0,518.0,0.813,40.0,41.0,0.552,64.0,70.0,0.36,92.0,98.0,1.0,0.6785,
2025-11-22,Dallas Mavericks,Memphis Grizzlies,0,0.474,0.0,0.0,0.67,34.0,499.0,0.517,22.0,21.0,0.625,47.0,43.0,0.247,70.0,76.0,0.0,0.4166,
2025-11-22,Denver Nuggets,Sacramento Kings,0,0.871,0.078,0.0,0.957,3.0,474.0,0.885,35.0,30.0,0.82,65.0,61.0,0.655,92.0,91.0,0.078,0.7421,
2025-11-23,Philadelphia 76ers,Miami Heat,0,0.567,0.283,0.0,0.567,17.0,506.0,0.27,27.0,37.0,0.394,67.0,71.0,0.283,83.0,89.0,0.0,0.4593,
2025-11-23,Toronto Raptors,Brooklyn Nets,1,0.846,1.0,0.501,1.0,0.0,470.0,0.881,34.0,28.0,0.866,65.0,58.0,0.809,87.0,82.0,1.0,0.7233,
2025-11-23,Atlanta Hawks,Charlotte Hornets,1,0.766,1.0,0.213,1.0,20.0,458.0,0.781,28.0,25.0,0.58,53.0,55.0,0.745,92.0,88.0,1.0,0.6623,
2025-11-23,Boston Celtics,Orlando Magic,1,0.562,1.0,0.503,1.0,0.0,458.0,0.688,32.0,27.0,0.98,80.0,57.0,0.995,110.0,89.0,1.0,0.6061,
2025-11-23,Cleveland Cavaliers,LA Clippers,1,0.704,1.0,0.441,1.0,18.0,467.0,0.726,27.0,24.0,0.803,59.0,52.0,0.955,92.0,79.0,1.0,0.6574,
2025-11-23,Oklahoma City Thunder,Portland Trail Blazers,1,0.934,0.999,0.893,1.0,0.0,485.0,0.99,39.0,18.0,0.99,67.0,46.0,0.999,96.0,68.0,0.999,0.7254,
2025-11-23,Phoenix Suns,San Antonio Spurs,1,0.442,1.0,0.153,1.0,11.0,489.0,0.326,25.0,30.0,0.288,45.0,50.0,0.686,81.0,77.0,1.0,0.4943,
2025-11-23,Utah Jazz,Los Angeles Lakers,0,0.142,0.0,0.0,0.634,4.0,481.0,0.176,30.0,32.0,0.133,55.0,62.0,0.26,81.0,84.0,0.0,0.2906,
2025-11-24,Toronto Raptors,Cleveland Cavaliers,1,0.542,1.0,0.286,1.0,20.0,453.0,0.449,29.0,32.0,0.626,57.0,54.0,0.936,88.0,76.0,1.0,0.5748,
2025-11-24,Indiana Pacers,Detroit Pistons,0,0.265,0.0,0.0,0.359,0.0,513.0,0.251,32.0,35.0,0.049,55.0,71.0,0.042,88.0,101.0,0.0,0.271,
2025-11-24,Brooklyn Nets,New York Knicks,0,0.197,0.0,0.0,0.373,0.0,468.0,0.298,26.0,24.0,0.244,48.0,51.0,0.029,75.0,89.0,0.0,0.3083,
2025-11-24,Miami Heat,Dallas Mavericks,1,0.794,1.0,0.436,1.0,4.0,509.0,0.723,3.0,5.0,0.678,32.0,32.0,0.867,80.0,72.0,1.0,0.7296,
2025-11-24,Milwaukee Bucks,Portland Trail Blazers,0,0.542,0.001,0.0,0.561,13.0,465.0,0.332,2.0,10.0,0.16,53.0,65.0,0.006,74.0,95.0,0.001,0.558,
2025-11-24,New Orleans Pelicans,Chicago Bulls,1,0.455,1.0,0.338,1.0,9.0,536.0,0.657,37.0,30.0,0.913,74.0,58.0,0.966,108.0,93.0,1.0,0.3078,
2025-11-24,Memphis Grizzlies,Denver Nuggets,0,0.296,0.0,0.0,0.407,0.0,449.0,0.253,23.0,27.0,0.173,54.0,62.0,0.133,85.0,93.0,0.0,0.2935,
2025-11-24,Phoenix Suns,Houston Rockets,0,0.31,0.099,0.0,0.368,0.0,465.0,0.19,23.0,30.0,0.143,42.0,52.0,0.099,75.0,84.0,0.008,0.4797,
2025-11-24,Sacramento Kings,Minnesota Timberwolves,1,0.259,1.0,0.016,1.0,17.0,542.0,0.218,23.0,27.0,0.156,46.0,54.0,0.216,77.0,82.0,0.066,0.2833,
2025-11-24,Golden State Warriors,Utah Jazz,1,0.87,0.778,0.556,1.0,0.0,497.0,0.778,17.0,19.0,0.919,44.0,35.0,0.998,106.0,84.0,1.0,0.6345,
2025-11-25,Washington Wizards,Atlanta Hawks,1,0.157,1.0,0.157,1.0,11.0,480.0,0.931,45.0,16.0,0.942,77.0,55.0,0.999,111.0,78.0,1.0,0.2608,
2025-11-25,Philadelphia 76ers,Orlando Magic,0,0.422,0.0,0.0,0.615,12.0,488.0,0.434,35.0,35.0,0.009,60.0,86.0,0.001,83.0,121.0,0.0,0.4547,
2025-11-25,Los Angeles Lakers,LA Clippers,1,0.708,1.0,0.507,1.0,0.0,473.0,0.627,37.0,38.0,0.697,69.0,66.0,0.648,95.0,93.0,1.0,0.6679,
2025-11-26,Boston Celtics,Detroit Pistons,1,0.526,0.533,0.275,1.0,40.0,542.0,0.357,24.0,30.0,0.406,39.0,42.0,0.533,80.0,79.0,0.533,0.4718,
2025-11-26,Charlotte Hornets,New York Knicks,0,0.324,0.0,0.0,0.458,0.0,479.0,0.218,31.0,37.0,0.009,47.0,72.0,0.001,75.0,98.0,0.0,0.3849,
2025-11-26,Miami Heat,Milwaukee Bucks,1,0.739,1.0,0.485,1.0,2.0,436.0,0.763,22.0,20.0,0.801,53.0,47.0,0.759,81.0,77.0,1.0,0.6338,
2025-11-26,Toronto Raptors,Indiana Pacers,1,0.827,1.0,0.2,1.0,32.0,489.0,0.664,21.0,25.0,0.711,50.0,49.0,0.838,76.0,70.0,1.0,0.7705,
2025-11-26,Oklahoma City Thunder,Minnesota Timberwolves,1,0.762,1.0,0.504,1.0,0.0,518.0,0.84,24.0,17.0,0.86,32.0,24.0,0.728,70.0,67.0,1.0,0.6643,
2025-11-26,New Orleans Pelicans,Memphis Grizzlies,0,0.489,0.021,0.0,0.949,28.0,509.0,0.844,39.0,25.0,0.905,68.0,53.0,0.841,100.0,92.0,0.5,0.3311,
2025-11-26,Sacramento Kings,Phoenix Suns,0,0.428,0.0,0.0,0.443,0.0,463.0,0.082,16.0,35.0,0.035,35.0,56.0,0.133,65.0,74.0,0.0,0.2946,
2025-11-26,Portland Trail Blazers,San Antonio Spurs,0,0.412,0.0,0.0,0.705,34.0,543.0,0.457,30.0,29.0,0.39,54.0,56.0,0.251,86.0,91.0,0.0,0.338,
2025-11-26,Golden State Warriors,Houston Rockets,0,0.446,0.0,0.0,0.898,14.0,510.0,0.553,25.0,22.0,0.812,57.0,47.0,0.591,76.0,74.0,0.0,0.4334,
2025-11-28,New York Knicks,Milwaukee Bucks,1,0.727,1.0,0.256,1.0,18.0,460.0,0.559,33.0,37.0,0.573,56.0,57.0,0.738,92.0,88.0,1.0,0.6398,
2025-11-28,Detroit Pistons,Orlando Magic,0,0.517,0.0,0.0,0.846,33.0,548.0,0.576,33.0,31.0,0.479,58.0,59.0,0.271,84.0,89.0,0.0,0.6029,
